CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,ADDRESS,COUNCILDISTRICT,PARCELID,LOCATION
2020 055086-CC,COVID-19,Residential,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5115 PEPPER LANE,2,0416000137,POINT (-97.75289539 30.20007395)
2020 058152-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3800 MOUNT BONNELL ROAD,10,0125070102,POINT (-97.77353904 30.32104888)
2020 103521-CC,COVID-19,Residential/Apartment,Over Occupancy,,,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,Closed/Duplicate Case,4100 VICTORY DRIVE UNIT 233,5,0408111702,POINT (-97.79084255 30.23393566)
2020 143366-CC,COVID-19,Residential,Eviction,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,COVID-19/Education Provided,5226 PINE PLACE,2,0317020131,POINT (-97.75011144 30.19859315)
2020 061939-CC,COVID-19,Residential,Social Distancing,,,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2919 MENCHACA ROAD,5,0403100203,POINT (-97.78194648 30.24165765)
2020 151681-CC,COVID-19,Residential/Apartment,Social Distancing,,,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,Closed/Duplicate Case,1102 W 22ND HALF STREET,9,0113000410,POINT (-97.74982283 30.28670294)
2020 114366-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,10727 DOMAIN DRIVE,7,0252060206,POINT (-97.72559808 30.39353477)
2020 155465-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,Closed/Duplicate Case,3403 MOUNT BONNELL ROAD,10,0123070401,POINT (-97.77420104 30.3159378)
2020 072953-CC,COVID-19,Parks,Social Distancing,,,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,Cancelled,4550 MUELLER BOULEVARD,9,0217130105,POINT (-97.7073445 30.29720719)
2020 152170-CC,COVID-19,Restaurant,Over Occupancy,,,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2313 RIO GRANDE STREET,9,0214011511,POINT (-97.74448585 30.28768373)
2020 055195-CC,COVID-19,Parks,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,3811 E 12TH STREET,1,0209180201,POINT (-97.69033868 30.27676938)
2020 057603-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,7324 VISTA MOUNTAIN DRIVE,10,0143090156,POINT (-97.78044819 30.37126815)
2020 137011-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,7401 W SLAUGHTER LANE,8,0416440107,POINT (-97.89362967 30.21465988)
2020 049392-CC,COVID-19,Other,Social Distancing,,,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,10401 RESEARCH BLVD SVRD NB,7,0254000115,POINT (-97.74388078 30.39660736)
2020 143098-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4600 W WILLIAM CANNON DRIVE,8,0412250301,POINT (-97.84196727 30.22372739)
2021 000176-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,01/02/2021 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1617 E 7TH STREET,3,0204081301,POINT (-97.72487938 30.26321788)
2020 087111-CC,COVID-19,Residential,Eviction,,,06/10/2020 12:00:00 AM,06/12/2020 12:00:00 AM,COVID-19/Education Provided,2716 BARTON CREEK BOULEVARD,,0110470113,POINT (-97.87232203 30.28963846)
2020 055830-CC,COVID-19,Schools,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1601 HASKELL STREET,3,0201060315,POINT (-97.73012382 30.25284849)
2020 047432-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,12455 RESEARCH BOULEVARD NB BUNIT  100,6,0166030310,POINT (-97.75447844 30.43200315)
2020 061904-CC,COVID-19,Parks,Social Distancing,,,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,COVID-19/Education Provided,6701 LAKEWOOD DRIVE,10,0142110301,POINT (-97.78724986 30.36591575)
2020 193225-CC,COVID-19,Restaurant,Over Occupancy,,,12/24/2020 12:00:00 AM,12/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,117 W 4TH STREET UNIT 300,9,0205020104,POINT (-97.74465115 30.26633621)
2020 048271-CC,COVID-19,Other,Over Occupancy,,,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9616 N LAMAR BOULEVARD,4,0243170102,POINT (-97.69560219 30.36679686)
2020 053249-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3816 S LAMAR BOULEVARD SB,5,0407180113,POINT (-97.78957181 30.23897162)
2020 059606-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11902 BURNET ROAD,7,0258080104,POINT (-97.71642526 30.40552066)
2020 159569-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5329 SENDERO HILLS PARKWAY,1,0213330612,POINT (-97.64633813 30.28310287)
2020 159555-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/17/2020 12:00:00 AM,10/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2008 IROQUOIS LANE,3,0308041312,POINT (-97.73611465 30.22791113)
2020 140233-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/11/2020 12:00:00 AM,09/15/2020 12:00:00 AM,COVID-19/Education Provided,3933 SPICEWOOD SPRINGS ROAD EB,10,0142010814,POINT (-97.75250689 30.36701032)
2020 166894-CC,COVID-19,Other (Describe in Comments),Face Covering,,,11/01/2020 12:00:00 AM,11/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,403 E 6TH STREET,9,0206040103,POINT (-97.73917978 30.26678662)
2020 115941-CC,COVID-19,Residential,Eviction,,,08/04/2020 12:00:00 AM,08/17/2020 12:00:00 AM,COVID-19/Education Provided,7302 TWIN CREST DRIVE,4,0231140804,POINT (-97.70812816 30.33592346)
2020 125389-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,Referred to Appropriate Agency,2602 GUADALUPE STREET,9,0215020711,POINT (-97.74192487 30.29095763)
2020 051998-CC,COVID-19,Schools,Social Distancing,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6201 WYNONA AVENUE BLDG  P,7,0232040802,POINT (-97.74050022 30.33778045)
2020 074462-CC,COVID-19,Residential,Eviction,,,05/14/2020 12:00:00 AM,05/18/2020 12:00:00 AM,COVID-19/Education Provided,1124 RUTLAND DRIVE #133,4,0243160302,POINT (-97.70372535 30.36871033)
2020 140236-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,Referred to Appropriate Agency,209 W 9TH STREET,9,0208011602,POINT (-97.74405401 30.27123592)
2020 114810-CC,COVID-19,Residential,Eviction,,,08/03/2020 12:00:00 AM,08/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5226 PINE PLACE,2,0317020131,POINT (-97.75011144 30.19859315)
2020 147800-CC,COVID-19,Restaurant,Social Distancing,,,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4024 S LAMAR BOULEVARD SB,5,0407180118,POINT (-97.79332648 30.23628694)
2020 053486-CC,COVID-19,Other,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2237 E RIVERSIDE DRIVE,3,0304070812,POINT (-97.72624294 30.23820894)
2020 107117-CC,COVID-19,Construction Site,Face Covering Non-Compliance - Business,,,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,COVID-19/Education Provided,2305 WESTWORTH CIRCLE,5,0402110316,POINT (-97.78699123 30.2432982)
2020 162873-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,310 RADAM LANE,3,0409050304,POINT (-97.76829904 30.22334029)
2021 001106-CC,COVID-19,Other (Describe in Comments),Face Covering,,,01/05/2021 12:00:00 AM,01/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1402 CEDAR AVENUE,1,0210111412,POINT (-97.71366334 30.27705435)
2020 061637-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1501 E HOWARD LANE,7,0258331104,POINT (-97.6422063 30.4051437)
2020 055802-CC,COVID-19,Parks,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,COVID-19/Education Provided,1156 W CESAR CHAVEZ STREET,9,0107030301,POINT (-97.75921274 30.26969454)
2020 103035-CC,COVID-19,Other,Over Occupancy,,,07/11/2020 12:00:00 AM,07/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,51 RAINEY STREET,9,0203030908,POINT (-97.73917865 30.25680562)
2020 054857-CC,COVID-19,Residential,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2005 COVERED WAGON PASS,2,0421020505,POINT (-97.75965268 30.19438204)
2020 077989-CC,COVID-19,Residential,Eviction,,,05/21/2020 12:00:00 AM,05/22/2020 12:00:00 AM,COVID-19/Education Provided,1020 E 45TH STREET UNIT  101,9,0220110106,POINT (-97.716726 30.30432344)
2020 069351-CC,COVID-19,Other,Social Distancing,,,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3420 BLUMIE STREET,8,0417272316,POINT (-97.83579229 30.20505379)
2020 071992-CC,COVID-19,Residential,Eviction,,,05/08/2020 12:00:00 AM,05/11/2020 12:00:00 AM,COVID-19/Education Provided,7631 W US 290 HIGHWAY BLDG  1,8,0410400117,POINT (-97.88286784 30.22845862)
2020 047916-CC,COVID-19,Restaurant,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3714 BLUESTEIN DRIVE,1,0209260606,POINT (-97.67250196 30.27553363)
2020 148807-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/28/2020 12:00:00 AM,09/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,300 EL PASO STREET,3,0405030855,POINT (-97.75937538 30.23527366)
2020 110286-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,603 BARTON SPRINGS ROAD,9,0102010704,POINT (-97.75099583 30.25840577)
2020 103185-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,COVID-19/Education Provided,2600 VIA FORTUNA BUNIT 240,8,0101130401,POINT (-97.80018356 30.2540549)
2020 098823-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,101 RED RIVER STREET,9,0204041204,POINT (-97.73863184 30.26198655)
2020 151109-CC,COVID-19,Restaurant,Social Distancing,,,10/01/2020 12:00:00 AM,10/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,200 LAVACA STREET,9,0205011401,POINT (-97.74664091 30.26533339)
2020 166837-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/31/2020 12:00:00 AM,10/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2300 WILLOW STREET,3,0201091010,POINT (-97.71958384 30.25449548)
2021 013740-CC,COVID-19,Restaurant,Over Occupancy,,,01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1510 E CESAR CHAVEZ STREET,3,0204061113,POINT (-97.72874251 30.25889867)
2020 141106-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,807 W 25TH STREET,9,0214010840,POINT (-97.74644742 30.28904901)
2020 137515-CC,COVID-19,Restaurant,Social Distancing,,,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,520 W 6TH STREET,9,0206010401,POINT (-97.74811306 30.26978351)
2020 054671-CC,COVID-19,Schools,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9201 SCENIC BLUFF DRIVE,,0119400106,POINT (-97.88551155 30.30246524)
2021 007597-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/19/2021 12:00:00 AM,01/20/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7715 E BEN WHITE BLVD SVRD EB,2,0312200104,POINT (-97.68870007 30.2182456)
2021 001647-CC,COVID-19,Residential,Eviction,,,01/06/2021 12:00:00 AM,01/12/2021 12:00:00 AM,COVID-19/Education Provided,5604 SOUTHWEST PARKWAY UNIT 422,8,0407370404,POINT (-97.84521921 30.24790774)
2020 072148-CC,COVID-19,Restaurant,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11005 BURNET ROAD UNIT  114,7,0254080204,POINT (-97.72018079 30.39438025)
2020 075336-CC,COVID-19,Restaurant,Over Occupancy,,,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4625 W WILLIAM CANNON DRIVE UNIT  2H,8,0412280801,POINT (-97.84359263 30.22336186)
2020 065005-CC,COVID-19,Residential,Social Distancing,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5102 RIDGE OAK DRIVE,10,0131030105,POINT (-97.7625682 30.33501515)
2020 142247-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,Closed/Duplicate Case,7701 METROPOLIS DRIVE BUNIT 100,2,0316180508,POINT (-97.69363091 30.2058019)
2020 155072-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4210 W BRAKER LANE,7,0256000710,POINT (-97.73995343 30.40009209)
2020 104637-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,07/14/2020 12:00:00 AM,07/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5001 CONVICT HILL ROAD,8,0414300624,POINT (-97.85321203 30.21714698)
2021 014181-CC,COVID-19,Bar,Face-Covering,,,01/30/2021 12:00:00 AM,01/30/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,710 W 6TH STREET,9,0107000607,POINT (-97.75005629 30.27025461)
2020 108271-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1111 MONTOPOLIS DRIVE,3,0306150233,POINT (-97.69808725 30.23232218)
2020 074761-CC,COVID-19,Construction,Social Distancing,Non-Referral,,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6205 CAPE CORAL DRIVE,8,0111250912,POINT (-97.83792677 30.28269723)
2020 184556-CC,COVID-19,Residential/Apartment,Social Distancing,,,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3218 GONZALES STREET,3,0204140408,POINT (-97.70462959 30.25870595)
2020 055192-CC,COVID-19,Other,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1301 E 4TH STREET,3,0204060801,POINT (-97.73027253 30.26197749)
2020 144129-CC,COVID-19,Restaurant,Face Covering,,,09/19/2020 12:00:00 AM,09/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,515 S CONGRESS AVENUE,9,0201010224,POINT (-97.74700812 30.25608931)
2020 185728-CC,COVID-19,Restaurant,Social Distancing,,,12/08/2020 12:00:00 AM,12/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3825 LAKE AUSTIN BOULEVARD,10,0116090104,POINT (-97.784235 30.29523078)
2020 163267-CC,COVID-19,Residential/Apartment,Social Distancing,,,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,601 ELMWOOD PLACE,9,0215050905,POINT (-97.73365983 30.29045421)
2020 194813-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,12/30/2020 12:00:00 AM,12/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,316 COLORADO STREET,9,0206011605,POINT (-97.74506626 30.26640678)
2020 061681-CC,COVID-19,Restaurant,Social Distancing,,,04/17/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5700 MENCHACA ROAD,5,0413160517,POINT (-97.79951708 30.21515488)
2020 059351-CC,COVID-19,Schools,Social Distancing,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1010 TURTLE CREEK BOULEVARD,2,0415120401,POINT (-97.7894901 30.20558622)
2020 194602-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/30/2020 12:00:00 AM,01/03/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,11500 ROCK ROSE AVENUE,7,0256081109,POINT (-97.72289583 30.40121027)
2020 053801-CC,COVID-19,Residential,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,400 E 30TH STREET UNIT  100,9,0215050419,POINT (-97.73496488 30.29271671)
2020 053215-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3811 E 12TH STREET,1,0209180201,POINT (-97.69033868 30.27676938)
2020 070479-CC,COVID-19,Other,Face-Covering,,,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3201 BEE CAVES ROAD BLDG  ATM,8,0107131101,POINT (-97.80018253 30.27280861)
2020 066009-CC,COVID-19,Other,Social Distancing,,,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3823 AIRPORT BOULEVARD,1,0214130501,POINT (-97.7066154 30.28854135)
2020 065691-CC,COVID-19,Restaurant,Social Distancing,,,04/27/2020 12:00:00 AM,04/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3424 W WILLIAM CANNON DRIVE,5,0414230205,POINT (-97.82927772 30.21377694)
2020 095174-CC,COVID-19,Restaurant,Face-Covering,,,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,COVID-19/Education Provided,242 W 2ND STREET,9,0205011001,POINT (-97.74607453 30.26505748)
2020 098678-CC,COVID-19,Residential,Over Occupancy,,,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4602 CRESTWAY DRIVE,10,0129050107,POINT (-97.76916478 30.32967958)
2020 104904-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4315 JAMES CASEY STREET,3,0409070349,POINT (-97.77448061 30.22364546)
2020 107913-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,110 SAN ANTONIO STREET UNIT 170,9,0105001101,POINT (-97.74916676 30.26529777)
2020 067048-CC,COVID-19,Other,Social Distancing,,,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,COVID-19/Education Provided,1801 E STASSNEY LANE,2,0421050106,POINT (-97.76111303 30.19680499)
2020 065613-CC,COVID-19,Other,Social Distancing,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,COVID-19/Education Provided,5209 CAMERON ROAD,4,0222140560,POINT (-97.70787223 30.31036561)
2020 057623-CC,COVID-19,Restaurant,Over Occupancy,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,COVID-19/Education Provided,2109 E RIVERSIDE DRIVE,3,0304070817,POINT (-97.72701728 30.23956719)
2020 060236-CC,COVID-19,Other,Non-essential Business,,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,COVID-19/Education Provided,3000 S CONGRESS AVENUE,3,0405031004,POINT (-97.75894293 30.23251465)
2020 154843-CC,COVID-19,Restaurant,Face Covering,,,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2601 W BRAKER LANE,7,0252080705,POINT (-97.71965746 30.39026269)
2020 061790-CC,COVID-19,Residential,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6505 TRISSINO DRIVE,8,0430500316,POINT (-97.90899551 30.1721067)
2020 133841-CC,COVID-19,Residential/Apartment,Over Occupancy,,,08/28/2020 12:00:00 AM,08/29/2020 12:00:00 AM,Closed/Duplicate Case,707 W 21ST STREET,9,0212011414,POINT (-97.74592829 30.28394215)
2020 195072-CC,COVID-19,Other (Describe in Comments),Face Covering,,,12/31/2020 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,701 W 6TH STREET,9,0107001013,POINT (-97.74973088 30.26980633)
2021 001923-CC,COVID-19,Restaurant,Over Occupancy,,,01/06/2021 12:00:00 AM,01/07/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4608 WEST GATE BOULEVARD,5,0408130407,POINT (-97.8012799 30.23027824)
2020 050917-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,710 E BEN WHITE BLVD SVRD WB,3,0411020418,POINT (-97.75439371 30.22000304)
2020 057571-CC,COVID-19,Other,Non-essential Business,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,7316 CAMERON ROAD UNIT  102,4,0229190903,POINT (-97.69092866 30.32888658)
2020 051916-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,804 GARNER AVENUE,5,0104040818,POINT (-97.76596425 30.25991398)
2020 058411-CC,COVID-19,Restaurant,Over Occupancy,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,310 COLORADO STREET UNIT  B,9,0206011605,POINT (-97.74513446 30.26621276)
2020 139626-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/10/2020 12:00:00 AM,09/11/2020 12:00:00 AM,Closed/Duplicate Case,1100 W 22ND HALF STREET,9,0113000409,POINT (-97.74967868 30.28670182)
2020 068604-CC,COVID-19,Other,Over Occupancy,,,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1015 E BRAKER LANE BLDG  1,1,0245230325,POINT (-97.67181714 30.374678)
2020 191309-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2300 SCARBROUGH DRIVE,7,0278230112,POINT (-97.67001376 30.46164863)
2020 055018-CC,COVID-19,Restaurant,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1701 E CESAR CHAVEZ STREET,3,0202070901,POINT (-97.72644492 30.25763079)
2020 064700-CC,COVID-19,Construction,Social Distancing,DSD Referral,,04/24/2020 12:00:00 AM,04/26/2020 12:00:00 AM,Closed/Duplicate Case,401 S 1ST STREET,9,0203000503,POINT (-97.74944431 30.25897368)
2021 000096-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,01/02/2021 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,419 E 6TH STREET,9,0206040108,POINT (-97.73869715 30.26664758)
2020 065618-CC,COVID-19,Residential,Eviction,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,COVID-19/Education Provided,1622 RUTLAND DRIVE UNIT  10,4,0244120438,POINT (-97.71169491 30.37269648)
2020 140389-CC,COVID-19,Residential/Apartment,Over Occupancy,,,09/12/2020 12:00:00 AM,09/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,911 W 24TH STREET,9,0214011424,POINT (-97.74745729 30.28793336)
2020 125495-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3825 LAKE AUSTIN BOULEVARD,10,0116090104,POINT (-97.784235 30.29523078)
2020 195067-CC,COVID-19,Other (Describe in Comments),Face Covering,,,12/31/2020 12:00:00 AM,01/07/2021 12:00:00 AM,Closed/Duplicate Case,720 W 6TH STREET,9,0107000609,POINT (-97.75039856 30.27036251)
2020 178942-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,700 NORTH BLUFF DRIVE,2,0422050221,POINT (-97.77155749 30.19503021)
2020 102829-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2237 E RIVERSIDE DRIVE,3,0304070812,POINT (-97.72624294 30.23820894)
2021 011255-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,01/26/2021 12:00:00 AM,01/26/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5513 SOUTHWEST PARKWAY,8,0407370216,POINT (-97.84368397 30.24334821)
2020 054324-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5402 CUESTA VERDE,,0129130311,POINT (-97.7953824 30.33104282)
2020 094097-CC,COVID-19,Other,Face-Covering,,,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,COVID-19/Education Provided,907 W 5TH STREET UNIT  B,9,0107001224,POINT (-97.75391634 30.2697822)
